~~~~~~~
./properties_to_tsv/global_views.tsv
SHIPMENT_MISSING_SHIPPEDTO	The Shipment is missing the "shipped to" and the '%s' invoice cannot be printed.	В отправлении отсутствует 'адрес отправления',  накладная '%s' не может быть распечатана.
SHIPPEDTO_MISSING_ADDR	The "shipped to" agent is missing an address and the '%s' invoice cannot be printed.	"У агента ""адрес отправления"" отсутствует адрес, накладная '%s' не может быть распечатана."
GIFTS	Gifts	Дары
LOAN_NOT_DET	(Not Determined)	(Не определено)

LoanSelectPrepsDlg.CREATE_FR_PREP	Create %s from Preparations	Создать %s из Препаратов
LoanSelectPrepsDlg.NO_DET	No Determination	Нет Идентификации
LoanSelectPrepsDlg.NUM_PREP_SEL	%d Preparation(s) selected	%d Выбранных Препаратов
LoanSelectPrepsDlg.TITLE_PAIR	%s - %s	%s - %s
LoanSelectPrepsDlg.NUM_ON_LOAN	(%d unavailable)	(%d недоступно)
LoanSelectPrepsDlg.NONE_AVAIL	(None Available)	(Нет в Наличии)
LoanSelectPrepsDlg.IAT_LOAN_REVIEW	Loan Review	Обзор Заемов
LoanSelectPrepsDlg.OF_QUANT_OUT	 of %d	из %d
LoanSelectPrepsDlg.UNDET	Undetermined	Неопределенный

InteractionsTask.MISSING_DET_TITLE	Determinations are required	Требуются определения таксонов
InteractionsTask.MISSING_DET	The following Catalog Object(s) do not have a current Determination:	Следующие Объекты Каталога не имеют текущей Идентификации таксона:
InteractionsTask.CONFIRM_DELETE_IR	Are you sure you want to delete the Information Request '%s'?	Вы уверены, что хотите удалить Экспресс Запрос '%s'?
InteractionsTask.CONFIRM_DELETE_TITLE_IR	Confirm Information Request Deletion	Подтвердите удаление Экспресс Запроса
InteractionsTask.NoInvoiceFound	<html>No invoices exist for <b>%s</b>.</html>	<html>Нет документа для <b>%s</b>.</html>
InteractionsTask.LN_RET_TITLE	Preparations Returned	Препаратов Возвращено
InteractionsTask.RET_LN_SV	%d preparations have been returned and saved.	%d преперетов возвращено и сохранено.
InteractionsTask.ReturningLoanItems	Returning loan preparations ...	Возвращение препаратов заема...
InteractionsTask.PRT_INV	Print Invoice	Печать Еакладной
InteractionsTask.CRE_IR	Create Information Request	Создать Экспресс Запрос
InteractionsTask.EDT_GFT	Edit Gift	Редактировать Дар
InteractionsTask.NEW_GFT	Create a Gift	Создать Дар
InteractionsTask.EDT_LN	Edit Loan	Редактировать Заем
InteractionsTask.NEW_LN	Create a Loan	Создать Заем
InteractionsTask.LN_NO_PREP	Create a loan with no preparations.	Создать Заем без препаратов

#Configure
IAT_AVAIL_ITEMS	Available Items	Доступные Элементы
IAT_HIDDEN_ITEMS	Hidden Items	Скрытые Элементы
IAT_MAKE_HIDDEN	Hide Item	Скрыть Элемент
IAT_MAKE_AVAIL	Show Item	Показать Элемент
IAT_TITLE	Configure Interactions SideBar	Настроить Боковую Панель Транзакции


# Asking about starting a new loan
NEW_INTER_USE_RS_IR	Record Sets and Information Requests	Наборы Записей и Экспресс запрос
NEW_INTER_USE_RS	Record Sets	Наборы Записей
NEW_INTER_USE_IR	Information Requests	Экспресс Запрос
NEW_INTER_ENTER_CATNUM	Enter Items	Введите Элементы
NEW_INTER_EMPTY	Create Empty Interaction	Создать Пустую Транзакцию
NEW_INTER_CHOOSE_RSOPT	Choose Source of Transaction Items	Выберите Источник Элементов Транзакции
NEW_INTER_CHOOSE_RSOPT_PREPS	Choose Source of Preparations	Выберите Источник Препаратов
NEW_INTER_CHOOSE_RSOPT_TITLE	Choose	Выберите
NEW_INTER_LOADING_PREP	Loading Preparations...	Загрузка Препаратов...
NEW_INTER_NO_PREPS_TITLE	No Available Preparations	Нет Доступных Препаратов
NEW_INTER_NO_PREPS	There were no preparations that could be used\n for all of the requested Collection Objects.	Не достаточное количество препаратов\nдля всех запрошенных Объектов Коллекции.

# Loan Return Dialog
LOANRET_OF_FORMAT_RET	 of %d (Returned)	с %d (возвращено)
LOANRET_OF_FORMAT_RES	 of %d (Resolved)	из %d (разрешено)
LOANRET_UNKNOWN_NUM_AVAIL	(Unknown Number Available)	(Неизвестное Число Доступно)
LOANRET_ALL_RETURNED	All Returned	Все Возвращено
LOANRET_ALL_RETURNED_ON_FMT	All Returned on %s	Все Возвращено на %s
LOANRET_REMARKS	Remarks	Примечания
LOANRET_TITLE	Loan Return	Возврат Заема
LOANRET_AGENT	Agent	Агент
LOANRET_NUM_ITEMS_2B_RET_FMT	%d / %d items to be returned/resolved by	%d / %d предметов для возвращения/разрешения агентом
LOANRET_AGENT_DO_RET_TITLE	Agent doing Return	Агент, регистрирующий Возврат

#################################
# Record Sets
#################################
RecordSetTask.ASKFORNAME	Enter a Record Set Name	Введите имя Набора Записей
RecordSetTask.MERGE_ERROR	You cannot drop %s record IDs on %s records IDs.	Вы не можете перетащить ID %s записей на ID %s записей.
RecordSetTask.RENAMING_ERROR	The Record Set name '%s' already is in use.	Имя Набора Записей '%s' уже используется.
RecordSetTask.CONFIRM_DELETE	Are you sure you want to delete the Record Set '%s'?	Уверены, что хотите удалить Набор Записей '%s'?
RecordSetTask.CONFIRM_DELETE_TITLE	Confirm Record Set Deletion	Подтвердите Удаление Набора Записей
RecordSetTask.DROP_BUNDLE_HERE	Drop a Record Set here.	Перетащите Набор Записей сюда.
RecordSetTask.MERGE_SUCCESS	The Record Sets were successfully merged.	Наборы Записей были успешно объединены.
RecordSetTask.RS_NAME_DUP	There is already a Record Set with the name '%s'.	Уже существует Набор Записей с именем '%s'.
RecordSetTask.NoRecordsets	There are no Record Sets available.	Нет доступных Наборов Записей.
RecordSetTask.RS_NAME_TOO_LONG	The name is too long, it must be less than %d characters.	Имя должно содержать не более %d символов.

# This is used by other Tasks
RECORDSET_CHOOSE	Choose a Record Set	Выберите Набор Записей

################################
# Help
################################
HelpSystemNotLocated	The help system could not be located.	Справочник не найден.
NoHelpForContext	No help is available for this context.	Нет доступной справки.

#################################
# Information Request
#################################
InfoRequest	Information Request	Запрос Информации
SEND_BTN	Send	Отправить
SEND_MAIL_TITLE	Send Mail	Отправить eMail
INFO_REQUEST_SUBJECT	Information Request for %s	Запрос Информации для %s
EMAIL_SENT_ERROR	The email was not sent because of an error.	eMail не был отправлен из-за ошибки.
EMailHelper.POP3	POP3	POP3
EMAIL_SENT_OK	The email was sent.	eMail не был отправлен.
SENDING_EMAIL	Sending email message...	Отправка eMail...

#################################
# Labels
#################################
ChooseLabel	Choose a Label	Выберите Этикетку
LotsOfLabels	You have chosen to create %d labels.\nDo you wish to continue?	Вы решили создать %d Этикеток.\nПродолжить?
LotsOfLabelsTitle	Label Creation Request	Запрос на Печать Этикеток

#################################
# Reports
#################################
Create_New_Report	Create New Report	Создать Новый Отчет
ReportRunner	Run Report	Запустить Отчет
PrintLoan	Print Loan	Печать Заема
LOAN	Loan	Заем
GIFT	Gift	Подарок
CreateInvoiceForNum	Do you wish to create a new invoice for %s # %s	Хотите создать новую накладную для %s # %s?
PRINT_GRID_TT	Prints the entire grid	Печать всей таблицы
RUN_REPORT_TT	Click or drop a report here	Выберите или перетащите отчет
REP_CHOOSE_REPORT	Choose a Report	Выберите Отчет
REP_CHOOSE_INVOICE	Choose an Invoice	Выберите Накладную
REP_CHOOSE_SP_REPORT	Choose a Report	Выберите Отчет
NO_RUNNABLE_REPORTS	There are no reports to run	Нет отчетов для запуска
REP_NAME_LBL	Name	Имя
REP_CHOOSE_SP_QUERY	Select a Data Source	Выберите Источник Данных
REP_TITLE_DESC_LBL	Title	Заглавие
REP_LEVEL_LBL	Security	Безопасность
REP_REPTYPE_LBL	Report Type	Тип Отчета
REP_RESDIR_LBL	Save For	Сохранить Для
REP_TBL_LBL	Table	Таблица
REP_SUBREPS_LBL	Subreports	Вложенные отчеты
REP_REPORT	Report	Отчет
REP_LABEL	Label	Этикетка
REP_INVOICE	Invoice	Накладная
REP_SUBREPORT	Subreport	Вложенный отчет
REP_PROPS_DLG_TITLE	Report Properties	Свойства Отчета
REP_CONFIRM_DELETE	Are you sure you want to delete %s?	Вы уверены, что хотите удалить %s?
REP_CONFIRM_DELETE_TITLE	Confirm Deletion	Подтвердить Удаление
REP_CONFIRM_IMP_OVERWRITE_TITLE	Confirm Overwrite	Подтвердить Перезапись
REP_CONFIRM_IMP_OVERWRITE	A report named %s already exists. Do you want to overwrite it?	Отчет с именем %s уже существует. Хотите перезаписать это?
REP_NAME_ALREADY_EXISTS	A report named %s already exists, please enter a different name.	Отчет с именем %s уже существует, введите другое имя.
REP_SPECIFY_REPORT_CONNECTION	Specify Report Connection	Соединение с Specify Отчет
REP_UNABLE_TO_SAVE_IREPORT	The report could not be saved. Possibly because its query has been deleted.	Отчет не может быть сохранен, вероятно его запрос был удален.
REP_NAME_MUST_NOT_BE_BLANK	Please enter a name for the report.	Пожалуйста, введите имя для отчета.
REP_NO_QUERIES_FOR_DATA_SOURCES	There are no Specify queries available to act as data sources for reports.	Запросы для отчетов отсутствуют в системе.
REP_NO_REPORTS_TO_EDIT	No editable reports could be found.	Редактируемые отчеты не найдены.
REP_CONST_REPEAT	Constant	Постоянный
REP_FLD_REPEAT	By Field	По Полю
REP_DEFAULT_REPEAT	Once	Единично
REP_INVALID_REPEAT	Please enter a value greater than 1.	Пожалуйста, введите значение больше 1.
REP_REPEAT_LBL	Repeats	Повторы
REP_INVALID_COUNT_TITLE	Invalid Repeats Entry	Неверный Повторный Ввод
REP_INVALID_REPEAT_COUNT_MSG	Please a number greater than 1.	Пожалуйста, введите число больше  1.
REP_UNABLE_TO_OVERWRITE	Specify was unable to overwrite %s.	Specify не удалось перезаписать %s.
REP_NAME_ALREADY_EXISTS_OVERWRITE_CONFIRM	A report named %s already exists. Do you want to overwrite it?	Отчет с именем %s уже существует. Хотите перезаписать это?
REP_GRID_RPT	Creating '%s' report...	Создание отчета '%s'...
REP_ERR_GRDRPT	There was an error creating the grid report.	При создании табличного отчета произошла ошибка.
REP_NewReportName	New Report	Новый Отчет
ReportsBaseTask.NO_WBS_FOR_REPORT	<html>There no workbenches that can be displayed by the report <b>%s</b>.</html>	<html>Нет Импортов Данных, которые могут быть отображены в отчете<b>%s</b>.</html>
ReportsBaseTesk.SELECT_WB	Select a Workbench	Выберите Импорт Данных
QueryBldrPane.WB_LOAD_ERROR_FOR_REPORT	<html>The workbench <b>%s</b> could not be loaded.</html>	<html>workbench<b>%s</b>не может быть загружен.</html>
QueryBldrPane.ConceptDuplicated	The schema concept '%s' is duplicated. Concept names must be unique.	Концепция схемы '%s' продублирована, названия концептов должны быть уникальными

# Page Setup
PAGESETUP_TITLE	Page Setup	Настройка Страницы
PS_TITLE	Title	Заглавие
PS_PAGESIZE	Paper Size	Размер бумаги
PS_ORIENT	Orientation	Ориентация
PS_LTR	Letter	Портрет
PS_LGL	Legal	Ландшафт
PS_A4	A4	A4

IReportLauncher.PERMISSION_DENIED	Sorry, you do not have permission to use the iReport designer for the selected database and collection.	У вас нет разрешения на использование Дизайнера (iReport) для выбранной базы данных и коллекции.
IReportLauncher.PERMISSION_DENIED_TITLE	Specify Security	Specify Безопасность
IReportLauncher.PERMISSION_TO_MODIFY_DENIED	Sorry, you do not have permission to save reports in the selected database and collection.	У вас нет прав на сохранение отчетов в выбранной базе данных и коллекции.
IReportLauncher.PERMISSION_TO_ADD_DENIED	Sorry, you do not have permission to create reports in the selected database and collection.	У вас нет разрешения на создание отчетов в выбранной базе данных и коллекции.
MainFrameSpecify.JASPERHOMEPAGE	Jasper Reports Home Page	Домашняя Страница Отчетов Jasper
#################################
# Query Task
#################################
QB_CREATE_QUERY	Create Query	Создать Запрос
QB_CREATE_NEWQUERY	%s	%s
QB_NEW_QUERY_NAME	New %s Query	Новый %s Запрос
QB_CREATE_NEWQUERY_TT	Create a new query	Создать Новый Запрос
QB_DATASET_INFO	Query Information	Запрос Информации
QB_QUERY_EXISTS	 `%s` already exists.	`%s` уже существует.
QB_NAME_TOO_LONG	The name is too long, it must be less than 64 characters.	Имя слишком длинное, оно должно быть не более 64 символов.
QB_ENTER_A_NAME	Please enter a name.	Пожалуйста, введите имя.
QB_FLD_MOVE_DOWN	Move selected field down in the display list	Переместить выбранное поле вниз в списке отображения
QB_FLD_MOVE_UP	Move selected field up in the display list	Переместить выбранное поле вверх в списке отображения
QB_REMOVE_FLD	Remove field	Удалить поле
QB_NO_RESULTS	The query returned no results.	Запрос не дал результатов.
QB_NO_RESULTS_UNK	The results could not be assembled.\nPlease try your search again.	Не удалось возвратить результаты.\nПожалуйста, попробуйте выполнить поиск еще раз.
QB_RUN_ERROR	An error occurred while running the query.	Произошла ошибка во время выполнения запроса.
QB_SEARCH	Search	Поиск
QB_EXPORT_PREVIEW	Preview	Предварительный просмотр
QB_DISTINCT	Distinct	Отличный от
QB_FIELD	Field	Поле
QB_NOT	Not	Не
QB_OPERATOR	Operator	Оператор
QB_CRITERIA	Criteria	Критерии
QB_SORT	Sort	Сортировать
QB_DISPLAY	Show	Показать
QB_PROMPT	Prompt	Предупреждать
QB_SAVE	Save	Сохранить
QB_SAVE_AS	Save As	Сохранить как
QB_Q_NAME_PROMPT	Query Name:	Название запроса:
QB_SAVE_Q_TITLE	Save Query	Сохранить запрос
QB_SAVE_Q_AS_TITLE	Save Query As	Сохранить запрос как
QB_GET_REPORT_CONTENTS_TITLE	Report Settings	Настройки отчета
QB_RESULTS_REPORT_TT	View report	Посмотреть отчет
QB_RESULTS_BATCH_EDIT_TT	Batch-edit results	Пакетное редактирование результатов
QB_UNDELETABLE.REPS	The query cannot be removed because it is connected to one or more reports.	Запрос нельзя удалить, поскольку он связан с одним или несколькими отчетами.
QB_AGGREGATED	[Aggregated]	[Агрегированный]
QB_FORMATTED	[Formatted]	[Форматированный]
QB_BETWEEN	Between	Между
QB_IN	In	В
QB_CONTAINS	Contains	Содержит
QB_EMPTY	Empty	Пустой
QB_TRUEORNULL	Yes or Empty	Да или ничего
QB_FALSEORNULL	No or Empty	Нет или ничего
QB_INVALID_CRITERIA	Invalid search condition	Неверное условие поиска
QB_PARSE_ERROR	Invalid search condition: %s	Неверное условие поиска: %s
QB_SEARCH_RESULTS	Search Results	Результаты поиска
RS_VIEW_VIA_QB_QUERY	View with saved Query...	Просмотреть с сохраненным запросом...
NO_QUERIES_AVAILABLE_FOR_RS_VIEW	No %s queries are available.	Нет %s доступных запросов.
RS_PICK_QUERY	Available Queries	Доступные запросы
QB_DISPLAYING_RETRIEVED_RESULTS	%s records retrieved in %s seconds. Loading result display...	%s записей получено за %s секунд. Загрузка результатов отображения...
QB_DISPLAYING_RETRIEVED_RESULTS_PARTIAL	%s records retrieved in %s seconds. Displaying first %s records...	%s записей получено за %s seconds. Отображение первых %s записей...
QB_CANCEL	Cancel	Отмена
QB_COUNT_ONLY	Count	Счет
QB_COUNT_MSG	%s matching records were located.	Соответствующие записи %s были найдены.
QB_COUNT_TITLE	Search Complete	Поиск завершен
QB_CANT_DISPLAY_TITLE	Search Complete	Поиск завершен
QB_CANT_DISPLAY_MSG1	Your query matched %d records.	Вашему запросу соответствует %d записей.
QB_CANT_DISPLAY_MSG2	However, when results are ordered by formatted, aggregated, or tree-level fields, they cannot be displayed when more than %d records are retrieved.	Результаты, упорядоченые по форматированным, агрегированным полям или полям деревьев не могут отображаться при более %d записей.
QB_CANT_DISPLAY_MSG3	Please modify your criteria or sort.	Пожалуйста, измените ваши критерии или отсортируйте.
QB_ALWAYS_ENFORCE	Always	Всегда
QB_ALLOW_NULL	Allow Null	Разрешить ноль
QB_USED_BY_REP_FLD_DELETE_CONFIRM	The query is used by the following reports. Removing this field may cause errors.	Запрос используется в следующих отчетах. Удаление этого поля может привести к ошибкам.
QB_UNDELETABLE_REPS	The query is required by the following reports and cannot be deleted.	Запрос требуется в следующих отчетах и ​​не может быть удален
QB_FIELD_HIDDEN_TITLE	Hidden Field	Скрытое поле
QB_FIELD_HIDDEN_SHOULD_REMOVE	The '%s' field is hidden and should be removed from the query.	Поле '%s' скрыто и должно быть удалено из запроса.
QB_FIELD_MISSING_TITLE	Missing Field	Недостающее поле
QB_FIELDS_NOT_ADDED	<HTML>The following field(s) could not be added to the query.<BR>Probably because they are hidden or tables they refer to are hidden.<BR>They will be removed from the query the next time the query is saved.	<HTML>Следующие поля не могут быть добавлены в запрос.<br>Возможно скрыты сами поля или таблицы, на которые они ссылаются.<br>Они будут удалены при следующем сохранении запроса.
QBJRDS_UNKNOWN_FIELD	Unknown field: %s	Неизвестное поле: %s
QB_SEARCHING	Searching...	Поиск...
QB_CHECKING_UNIQUE_REC_IDS	Checking for duplicate record IDs...	Проверка дубликатов ID записей...
QB_LOADING	Loading Query Builder	Загрузка Настройщик Запросов
QB_TREEDEF_LOCALIZ_CHANGES_TITLE	Please Reload Query	Пожалуйста, Перезагрузите Запрос
QB_TREEDEF_LOCALIZ_CHANGES_WARN	Schema configuration or tree definition settings have been modified. Please close and re-open this query.	Конфигурация схемы или параметры дерева были изменены. Пожалуйста, закройте и снова откройте запрос.
QB_PARTIAL_RESULTS_DISPLAY	Only %d of the %d records matching your query can be displayed.	Только %d из %d записей, соответствующих вашему запросу, могут быть отображены
QB_PREVIEW_DISPLAY	Previewing %d of %d records. Please use the stand-alone tool when you are ready to create or update the export cache.	Предварительный просмотр %d записей %d. Пожалуйста, используйте автономный инструмент, когда вы будете создавать или обновлять кэш экспорта.
QB_PREVIEW_DISPLAY_TINY	Previewing export cache contents. Please use the stand-alone tool when you are ready to create or update the export cache.	Предварительный просмотр содержимого кэша экспорта. Пожалуйста, используйте автономный инструмент, когда вы будете создавать или обновлять кэш экспорта.
QB_SRCH_SYNONYMS	Search Synonyms	Поиск Синонимов
QB_SMUSH_RESULTS	Series	Серии
QB_SMUSH_RESULTS_HINT	Combine rows with consecutive %s when other columns are identical.	Объедините строки с последовательными %s когда другие столбцы идентичны.
QB_NO_REPORTS_WHILE_LOADING_RESULTS	Reports cannot be printed while aggregated columns are loading.	Отчеты не могут быть напечатаны во время загрузки агрегированных столбцов
QB_NO_BATCH_EDIT_WHILE_LOADING_RESULTS	The Batch Editor cannot be opened while aggregated columns are loading.	Пакетный редактор не может быть открыт, пока агрегированные столбцы загружаются
QB_BATCH_EDITOR_ALREADY_OPEN	The Batch Editor is already open. Please finish editing the current batch.	Пакетный редактор уже открыт. Пожалуйста, завершите редактирование текущей партии
QB_REP_RUN_CRITERIA_TAB_TITLE	Query Criteria	Критерии Запроса
QB_REP_RUN_PARAM_TAB_TITLE	Report Parameters	Параметры Отчета
QB_TOO_MANY_TREE_RANK_MATCHES	Too many matches. Please enter more restrictive criteria.	Слишком много совпадений. Пожалуйста, введите более строгие критерии
QB_NO_COUNT_WITH_DISTINCT_WITH_TREELEVEL	<html><b>Count</b> may not be used with <b>Distinct</b> when tree ranks are selected.</html>	<html><b>Count</b>нельзя использовать с <b>Distinct</b>при выборе рангов дерева.</html>
QB_SCHEMAITEM	Schema Concept	Концепция Схемы
QB_DBEXPORT_ERROR_SETTING_EXPORT_TIMESTAMP	The export time could not be saved.	Время экспорта не может быть сохранено.
QB_EXPORT_NO_CONCEPT_SELECTED	The field could not be mapped because a concept is not selected. Please select a concept in the lower portion of the window.	Поле не может быть отображено, потому что концепция не выбрана. Пожалуйста, выберите концепцию в нижней части окна.
QB_HITS_MAX_ALLOWED	%d hits returned of %d maximum allowed.	%d совпадений возвращено из максимально допустимого %d.
MappingNamePrompt	Mapping Name:	Имя Картирования:
SaveMappingAsTitle	Save Mapping As	Сохранить Картирование как
SaveMappingTitle	Save Mapping	Сохранить Картирование

QBResultSetTableModel.LOADING_CELL	Loading...	Загрузка...
QBResultSeTableModel.DataPresentButNoAgg	<Aggregator not defined.>	<Агрегатор не определен>

QueryTask.PermTitle	Query Builder Permissions	Права конструктора запросов
QueryTask.PermEnable	Enable	Включить
QueryTask.CRITERIA_TOO_LONG_TITLE	Unable to Save Criteria	Невозможно сохранить критерии
QueryTask.CRITERIA_TOO_LONG_MSG	The criteria for %s is too long and will be not be saved.	Критерий для %s слишком длинный и не будет сохранен.
QueryTask.QUERY_CONTEXT_ERRMSG	The Query could not be loaded, possibly because its table has been hidden\nor you don't have permission to access its table.	Запрос не может быть загружен, вероятно таблица была скрыта \n или у вас нет прав доступа к этой таблице.

QueryBldrPane.UnmappedSchemaItemName	Not Mapped	Не связан
QueryBldrPane.QueryFields	Query Fields	Поля запроса
QueryBldrPane.NoVisibleColumns	'Show' must be selected for at least one field.	Хотя бы одно поле запроса должно быть выведено в результаты

QueryFieldPanel.UnmappedCondition	Unmapped Condition	Условие отсутствия картирования
QueryFieldPanel.AddUnmappedCondition	Add Unmapped Condition	Добавить условие отсутствия картирования
QueryFieldPanel.ExportFieldNameAlreadyUsed	'%s' is already in use.	%s' уже используется.
QueryFieldPanel.ExportFieldNameInvalid	'%s' is not a valid field name.	%s' - недопустимое имя поля.

INFORMATION	Information	Информация

ReferenceWork_BOOK	Book	Книга
ReferenceWork_ELECTRONIC_MEDIA	Electronic Media	Электронный Ресурс
ReferenceWork_PAPER	Paper	Статья
ReferenceWork_TECHNICAL_REPORT	Technical Report	Технический Отчет
ReferenceWork_THESIS	Thesis	Тезисы
ReferenceWorks_SECTION_IN_BOOK	Section in Book	Раздел Книги

#################################
# SystemSetupTask
#################################
PL_PICKLISTS_SYS	System Pick Lists	Системные Выпадающие Списки
PL_PICKLISTS_USR	User-defined Pick Lists	Пользовательские Выпадающие Списки
PICKLIST_EDITOR	Pick List Editor	Редактор выпадающего списка
PL_ITEMS	User-defined Items	Пользовательские Выпадающие Списки
PL_TABLE	Entire Table	Вся Таблица
PLTABLEFIELD	Field From Table	Поле из Таблицы
PL_NO_DEL_SYSPL	Couldn't delete it is a 'System' level PickList	Нельзя удалить Выпадающий список Системного уровня
PL_NO_DEL_PL_INUSE	Couldn't delete the PickList it is in use.	Нельзя удалить Выпадающий список, который используется
PL_DUPLICATE_NAME	You must choose a different name, '%s' is in use.	Выберите другое имя, '%s' уже используется.
PL_DELETED	Pick List '%s' was deleted.	Выпадающий список '%s' был удален.
PL_NEWPICKLIST	New Pick List	Новый Выпадающий Список
CORE_DATA_OBJECTS	Global Data	Глобальные Данные
COLL_DATA_OBJECTS	Collection Data	Данные Коллекции
PL_EDT_TITLE	Pick List Editor	Редактор Выпадающего Списка
SYSSTP_CHSE_USER	Do you wish to make changes to your resources or a different user?	Хотите внести изменения в свои или ресурсы другого пользователя?
SYSSTP_CHSE_ME	My Resources	Мои Ресурсы
SYSSTP_CHSE_DIF	Different User	Другой Пользователь
SYSSTP_CHSE_USER_TITLE	Choose a User	Выберите Пользователя

SYSSTP_BTN_ALLOW	Allow Logins	Разрешить Логины
SYSSTP_BTN_BLOCK	Block Logins	Блокировать Логины
SYSSTP_LCK_MSG	Specify will now block all other users from logging in.	Specify будет блокировать вход в систему всех других пользователей.
SYSSTP_UNLCK_MSG	Specify will now allow all users to log in.	Specify разрешает вход в систему всех других пользователей.
SYSSTP_CLSD_MSG	The Specify database is 'blocking' logins, for maintenance by '%s'.	Specify заблокировал вход для всех, обслуживание пользователем '%s'.
SYSSTP_AOPREP_ERR	A default Prep Type must be set in the data entry form code in order to Auto-Activate the Preparation subform.	Для автоматической активации формы Препараты, Тип Препарата по умолчанию должен быть задан в форме ввода данных.
SYSSTP_AOBTN	Add Object Preferences	Добавить Настройки Объекта
SYSSTP_SHOW_USERS_LOGGED	Show Users Logged In	Показать Пользователей в системе

CLEANUP	Cleanup	Чистка данных
CLEANUP_TITLE	Cleanup Tools	Инструменты чистки данных

ISOASSIGN	ISO	ISO
ISOASSIGN_TITLE	ISO Tools	Инструменты ISO

CLNUP.FNDTITLE	Choose Items For Cleanup	Выберите Элементы для Чистки данных
CLNUP_AGT_CHOOSE	Cleanup	Чистка данных
CLNUP.LOAD	Loading...	Загрузка...

CLNUP_PRIMARY	Primary	Первичный
CLNUP_INCLUDE	Include	Включить
CLNUP_MERGE	Merge	Объединить
CLNUP_MERGE_INTO	Primary	Первичный
CLNUP_MERGE_FROM	Include	Включить
CLNUP_MERGE_ROW	Row	Строка
CLNUP_MERGE_FULLNM	Full Name	Полное Имя
CLNUP_MERGE_LAST	Last	Фамилия
CLNUP_MERGE_FIRST	First	Первый
CLNUP_MERGE_MID	Middle	Средний
CLNUP_MERGE_LOC	Location	Место нахождения
CLNUP_NO_MATCHES	No Matches	Нет совпадений
CLNUP_MERGE_ISINCL	Is Included	Включено
CLNUP_VERIFY_NMS	Verify Names	Проверить имена
CLNUP_PROCESS	Process	Процесс

CLNUP_DATA_CLEANUP_TOOLS	Data Cleanup Tools	Инструменты Чистки Данных
CLNUP_GEO_TOOLS	Assign ISO Codes	Назначить Коды ISO
CLNUP_GEO_TOOLS_TT	Helps standardize the Geography Tree names and assigns ISO Codes.	Помогает стандартизировать узлы Географического Дерева и назначает Коды ISO.
CLNUP_GEO_REF	ISO Codes Reference	Справочник Кодов ISO
CLNUP_GEO_REF_TT	Displays a dialog to look up ISO Codes.	Отображает диалоговое окно для поиска Кодов ISO.
CLNUP_GEO_MERGE	Merge Duplicates	Объединить Дубликаты
CLNUP_GEO_MERGE_TT	Helps merge duplicate Geography Tree nodes.	Помогает объединить дубликаты узлов Дерева Географии.
CLNUP_GEO_CLEAR_ISOS	Clear ISO Codes	Очистить Коды ISO
CLNUP_GEO_CLEAR_ISOS_TT	Choose Geographical Areas to have their ISO codes cleared.	Выберите Географические Области для удаления кодов ISO.
CLNUP_GEO_MERGING	Geography Merging (%s) - %d of %d	Объединение географии (%s) - %d от %d
CLNUP_GEO_STATES	States	Регионы
CLNUP_GEO_COUNTRIES	Countries	Страны
CLNUP_GEO_ALL_COUNTRIES	All Countries	Все страны
CLNUP_GEO_NONE	None	Ничего
CLNUP_GEO_CLEAR_DESC	Choose to have the ISO codes cleared from all the countries or just one.	Выберите, чтобы коды ISO были удалены из всех стран или только из одной
CLNUP_GEO_CLEAR_TITLE	ISO Code Clearing	Удаление Кодов ISO
CLNUP_GEO_CLEAR_RESULTS	ISO codes for selected geography records have been cleared.	Коды ISO для выбранных географических записей были удалены.
CLNUP_GEO_CHOOSE_ISO	Choose ISO	Выберите ISO
CLNUP_GEO_LOOK_UP_ISO	Look Up ISO Code	Посмотрите код ISO
CLNUP_GEO_ISO_REF	ISO Reference	Ссылка ISO
CLNUP_GEO_ISO_REF_TT	Tool for looking up ISO codes	Инструмент для поиска кодов ISO

CLNUP_AGENT_MERGE_EX	Exact Match Merging	Слияние по Точному Совпадению
CLNUP_AGENT_MERGE_EX_TT	Merges duplicate agents where the full name matches exactly	Объединяет дубликаты агентов, где полное имя точно совпадает
CLNUP_AGENT_MERGE_FZ	Fuzzy Match Merging	Слияние по Неточному Совпадению
CLNUP_AGENT_MERGE_FZ_TT	Merges duplicate agents where the full name matches don't match exactly	Объединяет дубликаты агентов, где полное имя не совпадает точно
CLNUP_AGENT_MERGE_LN	Full Name Separation	Разделение Полного Имени
CLNUP_AGENT_MERGE_LN_TT	When the entire name is in the Last Name field it helps separate the name into Last, First and Middle initial.	Когда полное имя находится в поле Фамилия, это помогает разделить имя на Фамилию, Имя и Отчество.
CLNUP_HAS_EXACT_AG_MATCHES	There were %d exact matches. It is recommended to resolve these first before merging using 'fuzzy matches'.\n\nDo you wish to continue with 'fuzzy matches'?	Было %d точных совпадений. Рекомендуется сначала закончить их, прежде чем продолжить с помощью 'объединение неточных совпадений'.\n\nПродолжить 'объединение неточных совпадений'?
CLNUP_HAS_EXACT_AG_MATCHES_TITLE	Exact Name Matches	Точные Совпадения Имен
CLNUP_AG_PRG_TITLE	Agent Merging and Cleanup	Объединение и Чистка данных Агентов
CLNUP_AG_INIT_MSG	Searching for duplicate Agents...	Поиск дубликатов Агентов...
