SIQueryForIdResults.SEARCH_WARNING	Search Warning	Поиск Предупреждение	Предупрежедение о поиске	
SIQueryForIdResults.TABLE	Table	Таблица	Таблица	
SIQueryForIdResults.REASON	Reason	Причина	Причина	
SIQueryForIdResults.DESC	List of warnings encountered while searching.	Список предупреждений, обнаруженных при поиске.	Список предупреждений, обнаруженных при поиске.	
INVALID_CHARS_NAME	There were invalid characters in the name.	В имени были недопустимые символы.	В имени использовались недопустимые символы.	
				
# These errors tend to no be catastrophic				
CHECKSUM_MSG	One of the core configuration files have been changed.\nSpecify cannot proceed.	Один из основных файлов конфигурации был изменен.\nSpecify не может продолжить.	Один из основных файлов конфигурации был изменен.\nSpecify не может продолжить работу.	
CHECKSUM_TITLE	Configuration Error	Ошибка конфигурации	Ошибка Конфигурации	
ERROR_CREATNG_BARCHART	A problem occurred while creating the bar chart.	Возникла проблема при создании гистограммы.	Возникла проблема при создании гистограммы.	
NO_RECORD_SETS	There are no matching Record Sets.	Нет подходящих наборов записей.	Нет подходящих Наборов Записей.	
UPDATE_DATA_STALE	The data in the form has been updated by someone else.\nPress OK to discard your changes and refresh with the new values.	Данные в форме были обновлены кем-то другим.\nНажмите ОК, чтобы отменить изменения и обновить их новыми значениями.	Данные в форме были обновлены другим пользователем.\nНажмите ОК, чтобы отменить ваши изменения и обновить их новыми значениями.	
DELETE_DATA_STALE	The data in the form has been updated by someone else and was not deleted.\nPress OK to refresh the form with the new values.	Данные в форме были обновлены кем-то другим и не были удалены.\nНажмите ОК, чтобы обновить форму с новыми значениями.	Данные в форме были обновлены другим пользователем и не были удалены.\nНажмите ОК, чтобы обновить форму с новыми значениями.	
DUPLICATE_KEY_ERROR	Specify could not recover from a duplicate key error.	Указать не удалось восстановить после ошибки дубликата ключа.	Specify не удалось восстановиться после ошибки дублирования ключа.	
UNRECOVERABLE_DB_ERROR	Specify was unable to recover from a database update problem.	Указать не удалось восстановить после проблемы с обновлением базы данных.	Specify не удалось восстановиться после проблемы с обновлением базы данных.	
OBJ_NOT_DELETED	The data object was not deleted.	Объект данных не был удален.	Объект данных не был удален.	
ERROR_RECORDSET_TABLEID	The items in this Record Set cannot be used for this action.	Элементы в этом RecordSet не могут быть использованы для этого действия.	Элементы в этом Наборе Записей не могут быть использованы для этого действия.	
ERROR_MISSING_RS_OR_NOITEMS	The Record Set is missing or it has not items.	Набор записей отсутствует или не содержит элементов.	Набор Записей отсутствует или не содержит элементов.	
ERROR_COPYING_RS	Error copying Record Set	Ошибка копирования RecordSet	Ошибка копирования набора Записей	
ERROR_CANT_OPEN_URL	Unable to open URL: %s	Невозможно открыть URL: %s	Невозможно открыть URL: %s	
USER_NOT_FOUND	User was not found.	Пользователь не найден.	Пользователь не найден.	
USER_NOT_FOUND_TITLE	Unknown User	Неизвестный пользователь	Неизвестный Пользователь	
DATAOBJ_ITEM	item	предмет	элемент	
ERR_NEED_SHUTDOWN	There was an error within Specify.\nYou should shutdown and restart.	В Specify произошла ошибка.\nВы должны завершить работу и перезапустить.	В Specify произошла ошибка.\nРекомендуется завершить работу и перезапустить.	
FILE_NO_EXISTS	The file named `%s` doesn't exist.	Файл с именем `%s` не существует.	Файл с именем `%s` не существует.	
FILE_NO_WRITE	There is a problem writing to file `%s`,\nthe path may be invalid or the file may be open.	При записи в файл `%s` возникла проблема. Возможно, путь\nневерен или файл открыт.	При записи в файл `%s` возникла проблема, \nвозможно, путь неверен или файл открыт.	
				
AttachmentUtils.ANF_TITLE	Not Found	Не обнаружено	Не обнаружено	
AttachmentUtils.ANF	<html>The attachment could not be located in the repository.<br>The repository location:<br> '%s' may be in error.	<html>Вложение не может быть найдено в репозитории.<br>Расположение репозитория:<br>'%s' может быть ошибочным.	<html>Вложение не может быть найдено в репозитории.<br>Расположение репозитория:<br>'%s' может быть ошибочным.	
AttachmentUtils.LOC_BAD	The directory path to the Attachment Manager directory is not available or is incorrect.\nYou should check the path in the Specify 'Attachment' preferences.	Путь к каталогу диспетчера вложений недоступен или является неправильным.\nВы должны проверить путь в настройках Specify 'Прикрепление'	Путь к каталогу Диспетчера Приложений недоступен или является неправильным.\nПроверьте путь в окне 'Приложения' меню Настроек. 	
AttachmentUtils.URL_BAD	The URL configured for the Attachment Web Server is not valid or the service is not available.\nYou should check the path in the Specify 'Attachment' preferences.	URL-адрес, настроенный для веб-сервера вложений, недопустим или служба недоступна.\nВы должны проверить путь в настройках Specify 'Прикрепление'	URL-адрес, настроенный для Веб-сервера Приложений, недопустим или служба недоступна.\nПроверьте путь в окне 'Приложения' меню Настроек.	
AttachmentUtils.KEY_BAD	The key configured for the Attachment Web Server is not valid or the service is not available.\nYou should check the key in the Specify 'Attachment' preferences.	Ключ, настроенный для веб-сервера вложений, недопустим или служба недоступна.\nВы должны проверить путь в настройках Specify.	Ключ, настроенный для Веб-сервера Приложений, недопустим или служба недоступна.\nПроверьте путь в окне 'Приложения' меню настроек.	
AttachmentUtils.NOT_AVAIL	The Attachment Manager is not available and may need to be configured.\nYou should check the path in the Specify preferences.	Диспетчер вложений недоступен, и, возможно, его необходимо настроить.\nYou should check the path in the Specify preferences.	Диспетчер приложений недоступен и требует настройки. \nПроверьте путь в окне 'Приложения' меню настроек.	
Thumbnailer.THMB_NO_CREATE	The thumbnail could not be created for '%s'	Эскиз не может быть создан для '%s'	Миниатюра не может быть создана для '%s'	
ATTCH_NOT_SAVED_REPOS	<html>The attachment file <i>%s</i> was not saved into the repository.<br>Make sure the Attachment directory is still mounted.<BR>Error msg: %s	<html>Файл вложений<i>%s</i>не был сохранен в хранилище.<br>Убедитесь, что каталог вложений все еще подключен.<br>Сообщение об ошибке: %s	<html>Файл приложений<i>%s</i>не был сохранен в хранилище.<br>Убедитесь, что директория Приложений доступна.<br>Сообщение об ошибке: %s	
ATTCH_NOT_SAVED_REPOS_WEB	<html>The attachment file <i>%s</i> was not saved into the repository on the server.<BR>Make sure the server is running.<BR>Error msg: %s	<html>Файл вложений<i>%s</i>не был сохранен в хранилище на сервере.<br>Убедитесь, что сервер работает.<br>Сообщение об ошибке: %s	<html>Файл приложений<i>%s</i>не был сохранен в хранилище на сервере.<br>Убедитесь, что сервер работает.<br>Сообщение об ошибке: %s	
ATTCH_STRG_DIR_ERR	<html>The attachment file <i>%s</i> was not saved into the repository.<brThe storage directory could not be accessed.<br>Make sure the Attachment directory is still mounted.	<html>Файл вложений<i>%s</i>не был сохранен в хранилище.<br>Доступ к каталогу хранилища.<br>Убедитесь, что каталог вложений все еще подключен.	<html>Файл приложений<i>%s</i>не был сохранен в хранилище.<br>Директория хранения недоступна.<br>Убедитесь, что директория Приложений доступна.	
ATTCH_NOT_DEL_REPOS	<html>The attachment file <i>%s</i> was not deleted from the repository.<brThe storage directory could not be accessed.<br>Make sure the Attachment resources are still available.	<html>Файл вложений<i>%s</i>не был удален из хранилища.<br>Не доступен каталог хранилища.<br>Убедитесь, что ресурсы вложения по-прежнему доступны.	<html>Файл приложений<i>%s</i>не был удален из хранилища.<br>Недоступна директория приложений.<br>Убедитесь, что ресурсы Приложений работают.	
ATTCH_NO_IMAGES	No Images Found.	Изображения не найдены.	Изображения не найдены.	
ATTCH_NO_ATTCH_RS	Record Set contains no attachments.	Набор записей не содержит вложений.	Набор Записей не содержит приложений.	
ATTCH_NO_ATTACHMENTS	No Attachments Found.	Вложения не найдены.	Приложения не найдены.	
ATTCH_SEARCH_IMGS	Searching for Images	Поиск картинок	Поиск Картинок	
ATTCH_SHOW_TBL	Show %s	Показать %s	Показать %s	
ATTCH_NO_INFO_AVAIL	No information available.	Нет доступной информации.	Нет доступной информации.	
ATTCH_SHOWALL_ATT	Show All Attachments	Показать все вложения	Показать Все Приложения	
ATTCH_SHOWALL_IMGS	Show All Images	Показать все изображения	Показать Все Изображения	
ATTCH_IMPORT_IMGS	Import Attachments	Импорт вложений	Импорт Приложений	
ATTCH_IMPORT_IMGSMAP	Import Attachment Mapping File	Импортировать файл сопоставления вложений	Импортировать Файл Сопоставления Приложений	
ATTCH.EXPORT_ATTACHMENT	Export Attachment	Экспортное приложение	Экспортировать Приложения	
ATTCH.EXPORT_ATTACHMENT_MNEU	e	e	e	
ATTCH.FILE_EXISTS	File Exists	Файл существует	Файл существует	
ATTCH.REPLACE_MSG	Replace existing file?	Заменить существующий файл?	Заменить существующий файл?	
ATTCH.REPLACE	Replace	Замещать	Заменить	
AttachmentUtils.NEV_TITLE	External Viewer	Внешная программа для просмотра	Внешная программа для Просмотра	
AttachmentUtils.NEV_MSG	Specify cannot find a program to open this file.	Specify не может найти программу для открытия этого файла.	Specify не может найти программу для чтения этого файла.	
AttachmentUtils.OPEN_IN_EV	Open in external viewer.	Открыть во внешней программе просмотра.	Открыть во внешнем просмотрщике.	
ATTCH.NO_METADATA_TAB	Metadata	Метаданные	Метаданные	
ATTCH.NO_METADATA_MSG	Metadata Unavailable.	Метаданные недоступны.	Метаданные Недоступны.	
ATTCH_IMPORT_NO_FILES_SEL	No files were found.	Файлы не найдены.	Файлы не найдены.	
ATTCH_ERROR_PROCESSING	There was an error processing the index file.	При обработке файла индекса произошла ошибка.	Ошибка при обработке индексного файла.	
ATTCH_UNIQUE_FIELD	Please make sure the '%s' field has unique values in your database.	Пожалуйста, убедитесь, что поле '%s' содержит уникальные значения в вашей базе данных.	Пожалуйста, убедитесь, что поле '%s' содержит уникальные значения.	
ATTCH_ATTR_HD	Attribute	Атрибут	Атрибут	
ATTCH_VALUE_HD	Value	Значение	Значение	
				
# Bad field name defined in a view.xml				
INVALID_FIELD_NAME	The field '%s' is invalid and doesn't exist in a '%s' data object.	Поле '%s' недопустимо и не существует в объекте данных '%s'.	Поле '%s' недопустимо и не существует в объекте данных '%s'.	
				
UIRegistry.UNRECOVERABLE_ERROR_TITLE	An Issue of Concern	Ошибка	Ошибка	
ChooseCollectionDlg.CHS_COL_TITLE	Choose a Collection	Выберите коллекцию	Выберите Коллекцию	
				
SpecifyAppContextMgr.CHS_DEF_OBJ	Choose a Default %s	Выберите по умолчанию %s	Выберите по Умолчанию %s	
SpecifyAppContextMgr.OTHER_USERS	The following users are currently logged in to this database:	Следующие пользователи в настоящее время вошли в эту базу данных:	Следующие пользователи в настоящее время вошли в базу данных:	
SpecifyAppContextMgr.OU_TITLE	Other users are logged on	Другие пользователи вошли в систему	Другие пользователи вошли в систему	
SpecifyAppContextMgr.USRLGIN_TITLE	Checking For User Logins	Проверка логинов пользователей	Проверка Логинов Пользователей	
SpecifyAppContextMgr.OVRDE_MSG	(If you have verified that the users in the list are actually logged off.\nYou can click the 'Override' button to log them off.)	(Если вы убедились, что пользователи в списке фактически вышли из системы.\nВы можете нажать кнопку 'Переопределить', чтобы выйти из системы.)	(Если вы убедились, что пользователи списка фактически вышли из системы,\nнажмите кнопку 'Заместить', чтобы вывести всех из системы.)	
SpecifyAppContextMgr.LOGIN_OVRDE	Override	Override	Заместить	
SpecifyAppContextMgr.NO_LOCALE	"<html>The discipline '%s' has not been localized to '%s', you will be able to login using '%s'.<BR><font color=""red"">Data entry is NOT recommended, because there are not formatters, picklists, etc.</font><BR>This access should only be used for localizing."	"<html>Дисциплина '%s' не есть локализованой на '%s', вы сможете войти используя '%s'.<br><font color=""red"">Ввод данных НЕ рекомендуется, потому что нет форматеров, списков выбора и т. д</font><br>Этот доступ должен использоваться только для локализации."	"<html>Дисциплина '%s' отсутствует в локализации '%s', вы сможете войти используя '%s'.<BR><font color=""red"">Ввод данных НЕ рекомендуется, потому что отсутствуют необходимые форматирования, списки выбора и т.д.</font><br>Этот доступ должен использоваться только для локализации."	
				
# These errors are catastrophic and the app shuts down.				
SpecifyAppContextMgr.SCHEMA_OUTOF_SYNC	Specify was unable to properly connect to the database.\nThis is most likely due to the schema being out sync.\nPlease rebuild your database.\nIt will shutdown.	Specify не удалось правильно подключиться к базе данных.\nЭто, скорее всего, связано с несинхронизацией схемы.\nПерестроите базу данных.\nОтключится.	Specify не удалось правильно подключиться к базе данных.\nСкорее всего это связано с рассинхронизацией системы.\nПерестройте базу данных.\nSpecify будет отключен.	
SpecifyAppContextMgr.CRITICAL_LOGIN_ERR	Specify could not recover from a login error.\nIt will shutdown.	Specify не удалось восстановить после ошибки входа в систему.\nОтключится.	Specify не удалось восстановиться после ошибки входа в систему.\nSpecify будет отключен.	
SpecifyAppContextMgr.Personal	User	Пользователь	Пользователь	
SpecifyAppContextMgr.UserType	User Type	Тип пользователя	Тип пользователя	
SpecifyAppContextMgr.Collection	Collection	Коллекция	Коллекция	
SpecifyAppContextMgr.Discipline	Discipline	Дисциплина	Дисциплина	
SpecifyAppContextMgr.Common	Institution	Учреждение	Учреждение	
SpecifyAppContextMgr.BackStop	System	Система	Система	
SpecifyAppContextMgr.ERR_NO_COLL	There are no Collections in this database.\nThere must be at least one Collection. Specify will terminate.	В этой базе данных нет ни одной коллекции.\nДолжна быть хотя бы одна коллекция. Specify будет прекращено.	В этой базе данных нет ни одной Коллекции.\nМинимум одна коллекция должна присутствовать. Работа Specify будет прекращена.	
SpecifyAppContextMgr.ENT_EMAIL_LABEL	Email	Email	Email	
SpecifyAppContextMgr.ENT_EMAIL_TITLE	Enter Your Email Address	Введите ваш адрес электронной почты	Введите Ваш Адрес Электронной Почты	
SpecifyAppContextMgr.ENT_EMAIL_ERR	The email address you entered was invalid.	Введенный вами адрес электронной почты был недействительным.	Введенный вами адрес электронной почты был недействителен.	
SpecifyAppContextMgr.ENT_EMAIL_WHY	<html>Sorry - We don't have an email address for your user account.<BR>Please enter a valid email in case we need to send you a note.	<html>Извините - у нас нет адреса электронной почты для вашей учетной записи.<br>Пожалуйста, введите действительный адрес электронной почты на случай, если нам понадобится отправить вам заметку.	<html>Отсутствует адрес электронной почты для вашей учетной записи.<br>Пожалуйста, введите действительный адрес электронной почты на случай, если нам понадобится отправить вам сообщение.	
				
# Validation				
SHOW_VALIDATION_INFO_TT	Show Validation Information	Показать информацию о проверке	Показать Информацию о Проверке	
VAL_CONTROLSUBFORM_LABEL	Control / Sub Form	Контроль / Sub Form	Контроль / Подформа	
VAL_STATUS_LABEL	Status	Статус	Статус	
				
# These are mappings from the Java enum UIValidatable.ErrorType				
Valid	Valid	Действительный	Действительный	
Incomplete	Incomplete	Незавершенный	Незавершенный	
Error	Error	Ошибка	Ошибка	
				
# End Validation				
				
ERROR_CANT_OPEN_WEBPAGE	Unable to open webpage	Невозможно открыть веб-страницу	Невозможно открыть веб-страницу	
				
NO_EMAIL_PREF_INFO	There is missing or incomplete email setup information.\nPlease go to Preferences and set up your email.	Отсутствует или неполная информация о настройке электронной почты.\nПожалуйста, перейдите в Настройки и настройте свою электронную почту.	Отсутствует или неполная информация о настройке электронной почты.\nПожалуйста, перейдите в меню Настройки и проверьте свою электронную почту.	
NO_EMAIL_PREF_INFO_TITLE	Email Information Incomplete or Missing	Информация электронной почты неполная или отсутствует	Информация электронной почты Неполная или Отсутствует	
PREF_CHOOSE_APPICON_TITLE	Choose Image for your application icon	Выберите изображение для значка вашего приложения	Выберите Изображение для значка вашего приложения	
EMailPrefsPanel.ERROR	There was an error sending the mail message:\n%s	При отправке почтового сообщения произошла ошибка:\n%s	При отправке почтового сообщения произошла ошибка:\n%s	
EMailPrefsPanel.OK	The message was sent. Check your inbox for a message.	Сообщение было отправлено. Проверьте свой почтовый ящик для сообщения.	Сообщение было отправлено. Проверьте свой почтовый ящик.	
				
# Database Errors				
NO_DBDRIVERS_TITLE	No Database Driver	Нет драйвера базы данных	Нет Драйвера Базы данных	
NO_DBDRIVERS	There are no drivers defined in dbdrivers.xml or the file is invalid.	В dbdrivers.xml не определены драйверы, или файл недействителен.	В dbdrivers.xml не найдены драйверы, или файл недействителен.	
				
NO_DB_NAME	The Database Name is missing.	Имя базы данных отсутствует.	Отсутствует Название Базы данных.	
NO_DB_DRIVER	The Database Driver is missing.	Драйвер базы данных отсутствует.	Отсутствует Драйвер Базы данных.	
NO_DB_CONN_STR	The Connection String is missing.	Строка подключения отсутствует.	Отсутствует Строка Подключения.	
NO_DB_USERNAME	The Username is missing.	Имя пользователя отсутствует.	Отсутствует Имя Пользователя.	
NO_DB_PASSWORD	The Password is missing.	Пароль отсутствует.	Отсутствует Пароль.	
BAD_USRPWD	Your username or password was not correct.	Ваше имя пользователя или пароль был не верен.	Имя пользователя или пароль введен неверно.	
				
#################################				
# Generic Terms				
#################################				
Execute	Execute	Выполнять	Выполнить	
Rename	Rename	Переименовывать	Переименовать	
EmptyTrash	Empty Trash	Сделать мусорное ведро пустым	Очистить Корзину	
RetrievingData	Retrieving Data	Получение данных	Получить Данные	
LoadingImage	Loading Image...	Загрузка изображения...	Загрузка Изображения...	
				
# Trash ITems				
Trash	Trash	Мусор	Корзина	
Restore	Restore	Восстановить	Восстановить	
DeletedItems	Deleted Items	Удаленные предметы	Удаленные Элементы	
				
# Record Controller				
Item	Item	Предмет	Элемент	
Record	Record	Запись	Запись	
GotoFirstRecordTT	Go to First %s	Перейти к первому %s	Перейти к Первому %s	
GotoPreviousRecordTT	Go to Previous %s	Перейти к предыдущему %s	Перейти к Предыдущему %s	
GotoNextRecordTT	Go to Next %s	Перейти к следующему %s	Перейти к Следующему %s	
GotoLastRecordTT	Go to Last %s	Перейти к последнему %s	Перейти к Последнему %s	
DeleteRecordTT	Delete %s	Удалить %s	Удалить %s	
RemoveRecordTT	Remove %s	Убрать %s	Убрать %s	
NewRecordTT	Create New %s	Создать новый %s	Создать Новый %s	
CloneRecordTT	Clone %s	Дублировать %s	Дублировать %s	
SearchAddRecordTT	Search for %s and add it.	Найти %s и добавьте его.	Найти %s и добавьте его.	
OnlyOneRrecordInCon	There is only one record in the controller.	В контроллере есть только одна запись.	В контроллере есть только одна запись.	
RecordControllerDisplay	%d of %d	%d из %d	%d из %d	
				
#ValComboBoxFromQuery				
SearchForRecordTT	Search for %s	Поиск %s	Поиск %s	
SearchTableConfig.31	\ DESC	\ DESC	\ DESC	
SearchTableConfig.14	"`		"`		
EditRecordTT	Edit the %s	Изменить %s	Изменить %s	
				
# ValComboBox				
ValComboBox.PL_ITEM_NOTFND	The item '%s' is not in the picklist and is invalid.\nA different value needs to be chosen.	Элемент '%s' отсутствует в списке выбора и является недопустимым.\nНужно выбирать другое значение.	Элемент '%s' отсутствует в списке и недопустим.\nВыберите значение из выпадающего списка.	
#IconTray				
NewRecord	New	Новый	Новый	
DeleteRecord	Delete	Удалить	Удалить	
				
# FormViewObj				
Grid	Grid	Сетка	Таблица	
SwitchViewsTT	Switch Views	Переключить вид	Переключить Вид	
ShowEditViewTT	Show Edit View	Показать Редактировать вид	Показать вид Редактировать	
ShowSpreadsheetTT	Show Grid View	Показать Сетку	Показать вид Таблица	
ShowViewTT	Show View	Показать Представление	Показать вид Представление	
ViewRecord	View Record	Просмотр записи	Просмотр Записи	
FormViewObj.FIELD_STALE_TITLE	The value in the field '%s' is no longer in the database.	Значение в поле '%s' больше не находится в базе данных.	Значение в поле '%s' отсутствует в базе данных.	
FormViewObj.FIELD_STALE	A field on the form is no longer in the database.	Поле в форме больше не находится в базе данных.	Поле в форме отсутствует в базе данных.	
FormattingPrefsPanel.THIS_TEST	This is a Test	Это проверка	Тестовый Режим	
FormViewObj.DATA_OBJ_MISSING	The data object is missing, most likely it has been recently deleted.	Объект данных отсутствует, скорее всего, он был недавно удален.	Объект данных отсутствует, скорее всего, он был недавно удален.	
FormViewObj.NOT_ALL_RECS_FOUND	Not all the records were available.	Не все записи были доступны.	Не все записи были доступны.	
				
#TextFieldWithInfo				
ShowRecordInfoTT	Show detailed %s information	Показать подробную информацию %s	Показать подробную информацию %s	
				
NO_RESULTS	No Results Found	Результатов не найдено	Результатов не найдено	
				
#################################				
# Debug Terms				
#################################				
				
#################################				
# Generic Icons				
#################################				
Bar_Chart	Bar Chart	Гистограмма	Гистограмма	
Pie_Chart	Pie Chart	Круговая диаграмма	Круговая Диаграмма	
				
#################################				
# Menus				
#################################				
FileMenu	File	Файл	Файл	
FileMneu	F	F	F	
EditMenu	Edit	Редактировать	Редактировать	
EditMneu	E	E	E	
CopyMenu	Copy	Копия	Копия	
CopyMneu	C	C	C	
PasteMenu	Paste	Вставить	Вставить	
PasteMneu	P	P	P	
CutMenu	Cut	Вырезать	Вырезать	
CutAccl	X	X	X	
CutMneu	t	t	t	
ExitMenu	Exit	Выход	Выход	
ExitAccl	Q	Q	Q	
ExitMneu	x	x	x	
DataMenu	Data	Данные	Данные	
				
# CardImageFrame				
ImageFrame.View	View	Вид	Вид	
ImageFrame.ViewMneu	V	V	V	
ImageFrame.CLOSE	Close	Закрыть	Закрыть	
ImageFrame.CloseMneu	C	C	C	
ImageFrame.ReducedSizeMneu	R	R	R	
ImageFrame.OrigMneu	O	O	O	
				
ImageFrame.Image	Image	Изображения	Изображения	
ImageFrame.ImageMneu	I	I	I	
ImageFrame.ImageFrame.Clear	Clear	Очистить	Очистить	
ImageFrame.Replace	Replace	Заменить	Заменить	
				
				
CPY_TO_CB_TT	Copy Key to Clipboard	Копировать ключ в буфер обмена	Копировать Ключ в Буфер обмена	
CPY_FROM_CB_TT	Paste key from Clipboard	Вставить ключ из буфера обмена	Вставить Ключ из Буфера обмена	
				
				
################################################				
# Trees				
################################################				
BaseTreeTask.Trees	Trees	Деревья	Деревья	
BaseTreeTask.EditTrees	Edit Tree	Редактировать дерево	Редактировать Дерево	
BaseTreeTask.TreeDefs	Open Tree Definition	Определение открытого дерева	Открыть Определение Дерева	
BaseTreeTask.UNLOCK	Unlock a Tree	Разблокировать дерево	Разблокировать Дерево	
BaseTreeTask.BROWSE	View Tree	Просмотр дерева	Просмотр Дерева	
BaseTreeTask.NO_EDT_TRDEF	You can not open the %s editor at this time.\nYou need to close the tree or the forms first.	В настоящее время вы не можете открыть редактор %s.\nВначале вам нужно закрыть дерево или формы.	В настоящее время вы не можете открыть редактор %s.\nЗакройте дерево или формы.	
TTV_Saving	Saving...	Сохранение...	Сохранение...	
TTV_Loading	Loading...	Загрузка...	Загрузка...	
TTV_Deleting	Deleting...	Удаление...	Удаление...	
TTV_FIND_NEXT	Find Next	Найти следующий	Найти Следующий	
TTV_EDITING	Edit...	Редактировать...	Редактирование...	
TTV_VIEWING	View...	Посмотреть...	Просмотр...	
TTV_DELETE	Delete	Удалить	Удалить	
TTV_UNSYN	Undo Synonymy	Отменить синонимию	Отменить Синонимию	
TTV_NEW_CHILD	Add Child...	Добавить ребенка...	Добавить Уровень ниже...	
TTV_TreeRelationshipCreatedMsg	%s is now a synonym of %s	%s теперь является синонимом %s	%s теперь является синонимом %s	
TDE_ChangesRequireFullNameUpdate	The requested changes require a tree update.	Запрошенные изменения требуют обновления дерева.	Внесенные изменения требуют обновления дерева.	
TDE_CantEnforceNewLevel	The new rank cannot be enforced, because the tree nodes identified below already skip the rank, forcing it to remain optional.	Новый ранг не может быть применен, потому что узлы дерева, указанные ниже, уже пропускают ранг, заставляя его оставаться необязательным.	Новый ранг нельзя сделать обязательным, поскольку существующая таксономическая структура в ряде случаев его пропускает.	
TDE_CantAddNewEnforcedLevel	The rank cannot be added. Existing nodes prohibit the change.	Ранг не может быть добавлен. Существующие узлы запрещают изменение.	Ранг не может быть добавлен. Существующая таксономическая система противоречит этому изменению.	
TTV_ASSOC_COS	Associated Collection Objects	Связанные объекты коллекции	Связанные Объекты Коллекции	
TTV_TAXON_NO_DETERS_FOR_NODE	No Determinations refer to this Taxonomy node	Определения не относятся к этому узлу таксономии	Ни одна идентификация не относится к этому узлу таксономии	
TTV_NO_COS_FOR_NODE	No Collection Objects refer to this %s node	Ни один объект коллекции не ссылается на этот узел %s	Ни один Объект коллекции не ссылается на этот узел %s	
TTV_GEO_NO_COS_FOR_NODE	No Collection Objects refer to this Geography node	Объекты коллекции не ссылаются на этот узел географии	Ни один Объект коллекции не не ссылается на этот узел географии	
TTV_TAXON_NO_COS_FOR_NODE	No Collection Objects refer to this Storage node	Объекты коллекции не ссылаются на этот узел хранения	Ни один объект коллекции не ссылается на этот узел хранения	
TTV_OPENING_CO_FORM	Opening Collection Objects in a form	Открытие объектов коллекции в форме	Открыть Объекты Коллекции в форме	
TTV_PREFERRED_NAME	Preferred name	Предпочитаемое имя	Принятое название	
TTV_SYNONYMS	Synonyms	Синонимы	Синонимы	
TTV_SYNONYM	Synonym	Синоним	Синоним	
TTV_SYNC_WITH_BOTTOM	Sync w/ Bottom View	Синхронизация с видом снизу	Синхронизация w/ Нижнее окно	
TTV_SYNC_WITH_TOP	Sync w/ Top View	Синхронизация с видом сверху	Синхронизация w/ Верхнее окно	
TTV_SPLIT_VIEW	Split View	Разделенный вид	Резделить окно	
TTV_SINGLE_VIEW	Close Bottom View	Закрыть вид снизу	Закрыть Нижнее Окно	
TTV_ZOOM_IN	Move columns left	Переместить столбцы влево	Переместить столбцы влево	
TTV_ZOOM_OUT	Move columns right	Переместить столбцы вправо	Переместить столбцы вправо	
TTV_OpeningTreeViewer	Opening Viewer...	Открытие просмотра...	Открытие Просмотра...	
TTV_OpeningTreeEditor	Opening Editor...	Открытие редактора...	Открытие Редактора...	
TTV_UNKOWN_MOVE_ERROR	Unknown error occurred while moving tree node	Произошла неизвестная ошибка при перемещении узла дерева	Произошла неизвестная ошибка при перемещении узла дерева	
TTV_EDIT_TREDEF_TITLE	Edit Tree Definition Title	Редактировать название определения дерева	Редактировать Название Определений Дерева	
TTV_NEW_NODE_TITLE	New Node	Новый узел	Новый Узел	
TTV_EDIT_NODE_TITLE	Edit Node	Редактировать узел	Редактировать Узел	
TTV_VIEW_NODE_TITLE	View Node	Просмотр узла	Просмотр Узла	
TTV_DELETE_TOOLTIP	Delete Selected Node	Удалить выбранный узел	Удалить Выбранный Узел	
TreeTableView.NODE_MSG	%s'\nhas been dropped on\n'%s'\n	%s'\nбыл удален на \n'%s'\n	%s'\nбыл удален на \n'%s'\n	
TreeTableView.SYNONIMIZE_NODE	Synonymize	Подбирать синонимы	Синонимизация	
TreeTableView.MOVE_NODE	Move	Переместить	Переместить	
TreeTableView.NODE_ACTION_TITLE	Tree Action Options	Опции дерева действий	Опции Действий с Деревьями	
TreeViewer.SYN_IS_OK	Synonymize is OK	Синонимизировать это нормально	Согласен с Синонимизацией	
TreeViewer.MOVE_IS_OK	Re-parent is OK	Re-parent в порядке	Согласен с изменением родителя	
TreeViewer.MERGE_IS_OK	Merge is OK	Слияние в порядке	Согласен с объединением	
				
TTV_CONFIRM_DELETE_TITLE	Continue?	Продолжить?	Продолжить?	
TTV_CONFIRM_DELETE	This operation will delete %d nodes	Эта операция удалит %d узлов	Эта операция удалит %d узлов	
TTV_NO_KIDS_ADD_BELOW	Children cannot be added below this node.	Дети не могут быть добавлены ниже этого узла.	Уровни ниже этого узла не могут быть добавлены.	
TTV_TRANS_PROBLEM	The transaction didn't complete successfully.  Changes have been undone.	Транзакция не была успешно завершена. Изменения отменены	Транзакция не была успешно завершена. Изменения отменены	
TTV_METADATA_PROBLEM	The tree metadata was not successfully updated.  Please rebuild the tree metadata.	Метаданные дерева не были успешно обновлены. Пожалуйста, перестройте метаданные дерева.	Метаданные дерева не были успешно обновлены. Пожалуйста, перестройте метаданные дерева.	
TTV_PROBLEM_DELETING	There was a problem deleting the nodes.\nPlease exit Specify and restart.	При удалении узлов произошла ошибка.\nПожалуйста, закройте Specify и перезапустите.	При удалении узлов произошла ошибка.\nПожалуйста, закройте Specify и перезапустите.	
TTV_NODES_DELETED	%d node(s) deleted.	%d узлов удалено.	%d узлов удалено.	
TTV_FIND_NO_RESULTS	%s' was not found.	%s' не был найден.	%s' не был найден.	
TTV_FIND_NO_MORE_MATCHES	No more matches.	Нет больше совпадений.	Совпадений не найдено.	
				
TTV_NEW_TDI	Create a new Tree Definition Item	Создать новый элемент определения дерева	Создать новый Элемент Определения Дерева	
